name,brand,price,color,description,numberOfPurchases,category,type,imgUrl
"Ортез для иммобилизации лучезапястного сустава, части предплечья и пальцев BAUERFEIND ManuLoc long Plus",BAUERFEIND,19990,,"<p>
	 Ортез <b>BAUERFEIND® ManuLoc® long Plus</b> прекрасно подходит для использования после травм или операций на лучезапястном суставе, а также при таких заболеваниях, как «синдром мышки» или карпальный туннельный синдром. Ортез сохраняет неподвижность кисти, но при этом сохраняет возможность движений захвата и помогает предотвратить излишний механический стресс. Благодаря дышащей ткани и дополнительным отверстиям для воздухообмена ортез удобен и комфортен.
</p>",0,Ортопедические изделия,ортез,https://cdn.orteka.ru//upload/resize_cache/iblock/a66/1000_1000_1d8f616e6dafd84ca6b85089cc850afe3/6ldmy9yww42gjhk94ko598p42m4vxawu.jpg
Ортез для ахилла BAUERFEIND AchilloTrain,BAUERFEIND,14990,,"<p>
	 Боль в области ахиллова сухожилия может быть результатом перегрузки, травм или хирургического вмешательства.
</p><p>
	 Ортез <b>AchilloTrain</b> является первым выбором для разгрузки ахиллова сухожилия при боли и воспалении. Ортез Bauerfeind AchilloTrain нового поколения разработан и производится в Германии.
</p><p>
	 Динамический ортез AchilloTrain на голеностопный сустав с высокой силиконовой вставкой уменьшает воспаление ахиллова сухожилия благодаря компрессии и поддержке сустава.
</p><p>
	 Ортез обеспечивает мышечную стабилизацию, силиконовая вставка с двумя крыльями и мягкими выступами оказывает массирующее воздействие на мышцы. Это способствует улучшению локального метаболизма и уменьшению отеков.
</p>",0,Ортопедические изделия,ортез,https://cdn.orteka.ru//upload/resize_cache/iblock/d60/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/62dryxi83ziibsf3ly1vu5pnxql35nr3.jpeg
Бандаж для беременных ORLETT MS-96 поддерживающий,ORLETT,4690,,"<p>
	 Бандаж для беременных предназначен специально для будущих мам. Бандаж дородовой для беременных надёжно фиксирует в правильном физиологическом положении органы брюшной полости и малого таза, а также осуществляет поддержку живота. Применение бандажа для беременных Orlett способствует нормализации положения плода, снижению развития гипертонуса матки, предупреждению лишнего растяжения мышц и кожи живота и появления растяжек. Дородовый бандаж для беременных эффективно снижает нагрузку на поясничный отдел позвоночника во время беременности, уменьшает дискомфорт и боли в спине.
</p>",0,Ортопедические изделия,бандаж,https://cdn.orteka.ru//upload/resize_cache/iblock/a89/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/dij0kizi5wykb6173swz2xemn5wc93ee.png
Бандаж для беременных ORLETT MS-100,ORLETT,7690,,"<p>
 <b>Бандаж для беременных ORLETT MS-100</b> бережно поддерживает растущий живот на всех сроках беременности, правильно распределяет нагрузку на позвоночник и помогает будущей маме легко справляться с физическими нагрузками.
</p>",0,Ортопедические изделия,бандаж,https://cdn.orteka.ru//upload/resize_cache/iblock/3ed/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/v6url8543lgdu2ru171z2b1pm5ovo0uq.png
Ортез коленный ORLETT RKN-103(M) 2 поколение неопреновый со стейсами,ORLETT,6790,,,0,Ортопедические изделия,ортез,https://cdn.orteka.ru//upload/resize_cache/iblock/bea/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/8gth85hgcd1hraf5ubsryijsb97bxgjm.png
Ортез лучезапястный ORLETT WRS-202 2 поколение неопреновый с шиной,ORLETT,5190,,,0,Ортопедические изделия,ортез,https://cdn.orteka.ru//upload/resize_cache/iblock/dee/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/x01neyb9wu5dzmdjr83zfqgjurq1vnkw.jpg
Ортез коленный ORLETT RKN-203 2 поколение неопреновый шарнирный разъёмный,ORLETT,9890,,,0,Ортопедические изделия,ортез,https://cdn.orteka.ru//upload/resize_cache/iblock/04d/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/t1e713mb8yaes5ygd1uzgj8z6n81i9it.jpg
Корсет поясничный ORLETT NLSS-156 2 поколение неопреновый с вставкой,ORLETT,10790,,,0,Ортопедические изделия,корсет,https://cdn.orteka.ru//upload/resize_cache/iblock/0b1/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/7ze49kq0ria0oukuo9adq9vih6ffpiwe.jpg
Ортез коленный ORLETT RKN-202 2 поколение неопреновый шарнирный,ORLETT,9290,,,0,Ортопедические изделия,ортез,https://cdn.orteka.ru//upload/resize_cache/iblock/bc0/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/ez5fsq8264v2amou1vcih998qk27c132.jpg
Ортез коленный ORLETT PKN-103 2 поколение неопреновый,ORLETT,3290,,,0,Ортопедические изделия,ортез,https://cdn.orteka.ru//upload/resize_cache/iblock/f2c/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/mp82wcbnttydst7ntef7zkcgb2lz6kq3.jpg
Ортез локтевой ORLETT TEL-104 2 поколение неопреновый,ORLETT,3690,,,0,Ортопедические изделия,ортез,https://cdn.orteka.ru//upload/resize_cache/iblock/be7/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/wd5e4c2c60u2ue1t60usumgaavlxrhu8.jpg
Ортез на большой палец руки ORLETT WRS-305 2 поколение неопреновый,ORLETT,4590,,,0,Ортопедические изделия,ортез,https://cdn.orteka.ru//upload/resize_cache/iblock/226/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/og07ky7fxdvc9tdx2c02btecjg67lqs4.jpg
Ортез плечевой ORLETT SI-130 фиксирующий,ORLETT,10490,,"<p>
 <img width=""924"" src=""/upload/webp/upload/medialibrary/dd3/zwqilgf91g073nzimxg6co2ib3dzf1c7.webp"" height=""245""><br>
 <b>Показания к применению плечевого ортеза:</b>
</p>",0,Ортопедические изделия,ортез,https://cdn.orteka.ru//upload/resize_cache/iblock/830/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/b1695ao43rktmssre3eox0fk5h1ciwtd.jpg
Бандаж локтевой ORLETT REL-104(F) BOA,ORLETT,6590,,"<p>
	 Бандаж локтевой при эпикондилите (медиальный ""локоть гольфиста"", латеральный ""локоть теннисиста"").
</p>",0,Ортопедические изделия,бандаж,https://cdn.orteka.ru//upload/resize_cache/iblock/357/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/sphijv2vcjc8voompcup5h3lsaje29wz.jpg
Ортез лучезапястный ORLETT WRS-310 BOA,ORLETT,6790,,,0,Ортопедические изделия,ортез,https://cdn.orteka.ru//upload/resize_cache/iblock/391/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/xyxyc5l7459wk9306jrxte85xths2dnf.jpg
Бандаж голеностопный ORLETT RAN-101(F) BOA,ORLETT,9290,,,0,Ортопедические изделия,бандаж,https://cdn.orteka.ru//upload/resize_cache/iblock/a23/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/zfq58lqzf8oac4efonvo6b037sov5umz.jpg
Ортез коленный ORLETT RKN-381 BOA,ORLETT,8590,,,0,Ортопедические изделия,ортез,https://cdn.orteka.ru//upload/resize_cache/iblock/961/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/boaxs5zncg4qka0cyfi36ews0f4adhoh.jpg
Ортез коленный ORLETT MKN-103(M) компрессионный со стейсами,ORLETT,4190,,"<p>
 <b>Коленный ортез ORLETT MKN-103(M)</b> обеспечивает среднюю степень фиксации коленного сустава, способствует снижению болевого синдрома и улучшению кровоснабжения мягких тканей зоны коленного сустава. Ортез на коленный сустав выполнен из современного материала, обладающего повышенным влагоотведением. Ортез на колено усилен спиральными рёбрами жёсткости.
</p>",0,Ортопедические изделия,ортез,https://cdn.orteka.ru//upload/resize_cache/iblock/4bc/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/m06ppi24ol754vh62ikb0l5jhy4lzgo7.png
Ортез на коленный сустав BAUERFEIND GenuTrain S,BAUERFEIND,27990,,"<p>
 <b>Коленный ортез BAUERFEIND GenuTrain S</b> используется при лёгкой нестабильности, артрите или остеоартрите коленного сустава. Сочетание интегрированной кольцевидной вставки в сочетании со специальным материалом производит эффект пульсирующего массажа и благоприятно воздействует на мышцы. Сочетание боковых шин и системы жёсткости ремешков обеспечивает дополнительную пассивную поддержку коленного сустава.
</p>",0,Ортопедические изделия,ортез,https://cdn.orteka.ru//upload/resize_cache/iblock/838/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/8381f74d96df67b05cfb698b91f0c551.jpg
Ортез голеностопный ORLETT MAN-101 компрессионный,ORLETT,2190,,"<p>
	 Голеностопный ортез предназначен для лёгкой степени фиксации голеностопного сустава и уменьшения отёка. Этот голеностопный бандаж дополнительно обеспечивает компрессионный эффект и улучшает кровоснабжение мягких тканей, прилегающих к суставу. Ортез на голеностопный сустав изготовлен из современного материала – заменителя хлопка, состоящего из особых полиэфирных волокон с четырёхлепестковым поперечным сечением, что обеспечивает активную транспортировку влаги с поверхности кожи на внешнюю поверхность бандажа.
</p>",0,Ортопедические изделия,ортез,https://cdn.orteka.ru//upload/resize_cache/iblock/200/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/kpaudg5a4isl5iu1ps9oujvv5alnil6y.png
Женские ортопедические полуботинки BERKEMANN Caroline,BERKEMANN,18990,бежевый,"<p>
	 Женские ортопедические полуботинки Berkemann Caroline из линейки Stretch – стильная и комфортная модель, выполненная из мягкой экокожи, подходящая для повседневного ношения и долгих прогулок на природе и в городе. Модель подойдет людям с проблемными ногами (вальгусная постановка первого пальца, широкая стопа, молоткообразные пальцы и т.п.). Обувь дарит приятные ощущения и поддерживает комфорт при ходьбе в течение всего дня.
</p><p>
	 Фиксация и регулировка по полноте осуществляется за счет ремешка на липучке велкро, который обеспечивает широкое раскрытие и легкость надевания и снятия. Внутренняя часть обуви в проблемных местах покрыта мягким, высокоэластичным материалом, который повторяет форму стопы, снижает напряжение и устраняет чувство дискомфорта, связанное с давлением и натиранием. Съемные ортопедические пятифазные стельки с поддержкой сводов с покрытием из натуральной замши обеспечивают максимальное удобство при длительном нахождении на ногах. Модель оснащена широкой подошвой из облегченного полиуретана.
</p>",0,Ортопедическая обувь,полуботинки,https://cdn.orteka.ru//upload/resize_cache/iblock/9ae/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/pxd7ej40aj3afibpp3o9xryuky2n2j69.JPG
Женские ортопедические полуботинки BERKEMANN Milena,BERKEMANN,15112,голубой,"<p>
	 Женские ортопедические полуботинки Berkemann Milena – яркая и комфортная модель полуботинок-мокасин из мягкой натуральной замши, подходящая для повседневного ношения и долгих прогулок на природе и в городе. Регулировка по полноте и подъему осуществляется с помощью шнуровки.
</p><p>
	 Съемные ортопедические пятифазные стельки с поддержкой сводов с покрытием из натуральной замши обеспечивают максимальное удобство при длительном нахождении на ногах. Модель оснащена широкой утолщенной подошвой Vail из облегченного полиуретана.
</p>",0,Ортопедическая обувь,полуботинки,https://cdn.orteka.ru//upload/resize_cache/iblock/cf5/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/obzv701zq0jzibjhnn930tcjqrb8cio9.JPG
Женские ортопедические полуботинки BERKEMANN Milena,BERKEMANN,15112,оранжевый,"<p>
	 Женские ортопедические полуботинки Berkemann Milena – яркая и комфортная модель полуботинок-мокасин из мягкой натуральной замши, подходящая для повседневного ношения и долгих прогулок на природе и в городе. Регулировка по полноте и подъему осуществляется с помощью шнуровки.
</p><p>
	 Съемные ортопедические пятифазные стельки с поддержкой сводов с покрытием из натуральной замши обеспечивают максимальное удобство при длительном нахождении на ногах. Модель оснащена широкой утолщенной подошвой Vail из облегченного полиуретана.
</p>",0,Ортопедическая обувь,полуботинки,https://cdn.orteka.ru//upload/resize_cache/iblock/6af/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/ncb43f46tgefhshktvykku9i2qixqz0r.JPG
Женские ортопедические полуботинки BERKEMANN Caroline,BERKEMANN,18990,синий,"<p>
	 Женские ортопедические полуботинки Berkemann Caroline из линейки Stretch – стильная и комфортная модель, выполненная из мягкой экокожи, подходящая для повседневного ношения и долгих прогулок на природе и в городе. Модель подойдет людям с проблемными ногами (вальгусная постановка первого пальца, широкая стопа, молоткообразные пальцы и т.п.). Обувь дарит приятные ощущения и поддерживает комфорт при ходьбе в течение всего дня.
</p><p>
	 Фиксация и регулировка по полноте осуществляется за счет ремешка на липучке велкро, который обеспечивает широкое раскрытие и легкость надевания и снятия. Внутренняя часть обуви в проблемных местах покрыта мягким, высокоэластичным материалом, который повторяет форму стопы, снижает напряжение и устраняет чувство дискомфорта, связанное с давлением и натиранием. Съемные ортопедические пятифазные стельки с поддержкой сводов с покрытием из натуральной замши обеспечивают максимальное удобство при длительном нахождении на ногах. Модель оснащена широкой подошвой из облегченного полиуретана.
</p>",0,Ортопедическая обувь,полуботинки,https://cdn.orteka.ru//upload/resize_cache/iblock/1e9/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/t6xnf2q2s2khinpvpieqgq61qflzgiz7.JPG
Женские ортопедические полуботинки BERKEMANN Milena,BERKEMANN,15112,розовый,"<p>
	 Женские ортопедические полуботинки Berkemann Milena – яркая и комфортная модель полуботинок-мокасин из мягкой натуральной замши, подходящая для повседневного ношения и долгих прогулок на природе и в городе. Регулировка по полноте и подъему осуществляется с помощью шнуровки.
</p><p>
	 Съемные ортопедические пятифазные стельки с поддержкой сводов с покрытием из натуральной замши обеспечивают максимальное удобство при длительном нахождении на ногах. Модель оснащена широкой утолщенной подошвой Vail из облегченного полиуретана.
</p>",0,Ортопедическая обувь,полуботинки,https://cdn.orteka.ru//upload/resize_cache/iblock/a44/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/mmdfya1qq2g7w47y4che7fe3jyzen7ss.JPG
Женские ортопедические полуботинки GÖEKKEN Arwen,GÖEKKEN,17592,бежевый,"<p>
	 Женские ортопедические полуботинки Arwen из натуральной замши от немецкого бренда Göekken сочетают в себе комфорт, стиль и практичность. Модель дополнена функциональной молнией вдоль линии шнуровки для регулирования полноты стопы. Для наилучшего облегания и удобства рекомендуем сначала расшнуровать обувь, расстегнуть молнию, затем надеть обувь, застегнуть молнию и плотно зашнуровать кеды по ноге.
</p><p>
	 Съемная ортопедическая стелька с поддержкой продольного свода и покрытием из микрофибры заботится о комфорте ног на протяжении всего дня. Утолщенная подошва выполнена из термопластичной резины.
</p>",0,Ортопедическая обувь,полуботинки,https://cdn.orteka.ru//upload/resize_cache/iblock/c15/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/ur2ebkti70827gy2prd9899e9eyxz1np.JPG
Женские ортопедические полуботинки GÖEKKEN Arwen,GÖEKKEN,17592,зеленый,"<p>
	 Женские ортопедические полуботинки Arwen из натуральной замши от немецкого бренда Göekken сочетают в себе комфорт, стиль и практичность. Модель дополнена функциональной молнией вдоль линии шнуровки для регулирования полноты стопы. Для наилучшего облегания и удобства рекомендуем сначала расшнуровать обувь, расстегнуть молнию, затем надеть обувь, застегнуть молнию и плотно зашнуровать кеды по ноге.
</p><p>
	 Съемная ортопедическая стелька с поддержкой продольного свода и покрытием из микрофибры заботится о комфорте ног на протяжении всего дня. Утолщенная подошва выполнена из термопластичной резины.
</p>",0,Ортопедическая обувь,полуботинки,https://cdn.orteka.ru//upload/resize_cache/iblock/fbd/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/b7xqpnnfbgw5bu8zu9j1xjx1rnk8c26m.JPG
Женские ортопедические полуботинки GÖEKKEN Arwen,GÖEKKEN,18152,бежевый,"<p>
	 Женские ортопедические полуботинки из натуральной замши со вставками из эластичного текстиля Arwen от немецкого бренда Göekken сочетают в себе комфорт, стиль и практичность. Модель дополнена функциональной молнией вдоль линии шнуровки для регулирования полноты стопы. Для наилучшего облегания и удобства рекомендуем сначала расшнуровать обувь, расстегнуть молнию, затем надеть обувь, застегнуть молнию и плотно зашнуровать кеды по ноге. Мягкая микрофибра подкладки со вставкой из эластичных материалов в области косточки большого пальца делает кеды подходящими в том числе для проблемных стоп с начальной степенью деформаций.
</p><p>
	 Съемная ортопедическая стелька с поддержкой продольного свода и покрытием из микрофибры заботится о комфорте ног на протяжении всего дня. Утолщенная подошва выполнена из термопластичной резины.
</p>",0,Ортопедическая обувь,полуботинки,https://cdn.orteka.ru//upload/resize_cache/iblock/478/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/4pgdqh2bpn7ekj8ujwif1128g64e5aat.JPG
Мужские ортопедические полуботинки GÖEKKEN Gerardo,GÖEKKEN,13912,коричневый,"<p>
	 Мужские ортопедические полуботинки из натурального нубука Gerardo от немецкого бренда Göekken сочетают в себе комфорт, стиль и практичность. Мягкая микрофибра подкладки делает полуботинки подходящими не только для обычных, но и для чувствительных стоп.
</p><p>
	 Съемная ортопедическая стелька с покрытием из микрофибры заботится о комфорте ног на протяжении всего дня. Утолщенная подошва Comfort light из терморезины обеспечивает прекрасную амортизацию, идеальную устойчивость и дополнена протектором для уверенного движения на любых поверхностях.
</p>",0,Ортопедическая обувь,полуботинки,https://cdn.orteka.ru//upload/resize_cache/iblock/80a/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/jj55h8hsq7xt8x0qi5rmtw3lnlor2osj.JPG
Мужские ортопедические полуботинки GÖEKKEN Havier,GÖEKKEN,13752,синий,"<p>
	 Мужские ортопедические полуботинки из натурального нубука Havier от немецкого бренда Göekken сочетают в себе комфорт, стиль и практичность. Мягкая микрофибра подкладки делает полуботинки подходящими для широкой стопы, чувствительных стоп и стоп с начальной степенью деформацией.
</p><p>
	 Съемная ортопедическая стелька с покрытием из микрофибры заботится о комфорте ног на протяжении всего дня. Утолщенная подошва выполнена из термопластичной резины.
</p>",0,Ортопедическая обувь,полуботинки,https://cdn.orteka.ru//upload/resize_cache/iblock/5a3/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/fhvt2686iztrxvecdtaw0fny1038p5l0.JPG
Мужские ортопедические полуботинки GÖEKKEN Havier,GÖEKKEN,13752,коричневый,"<p>
	 Мужские ортопедические полуботинки из натурального нубука Havier от немецкого бренда Göekken сочетают в себе комфорт, стиль и практичность. Мягкая микрофибра подкладки делает полуботинки подходящими для широкой стопы, чувствительных стоп и стоп с начальной степенью деформацией.
</p><p>
	 Съемная ортопедическая стелька с покрытием из микрофибры заботится о комфорте ног на протяжении всего дня. Утолщенная подошва выполнена из термопластичной резины.
</p>",0,Ортопедическая обувь,полуботинки,https://cdn.orteka.ru//upload/resize_cache/iblock/10a/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/iizkqon3qvvyk77vue0t2x9akxdrwt38.JPG
Мужские ортопедические полуботинки BERKEMANN Paul,BERKEMANN,17112,черный,"<p>
	 Мужские ортопедические полуботинки Berkemann Paul – комфортная модель классических полуботинок из натуральной кожи, подходящая для повседневного ношения и долгих прогулок на природе и в городе.
</p><p>
	 Фиксация по полноте и подъему осуществляется с помощью шнуровки. Съемные ортопедические пятифазные стельки с поддержкой сводов с покрытием из натуральной замши обеспечивают максимальное удобство при длительном нахождении на ногах. Модель оснащена широкой подошвой Thun из облегченного полиуретана с рифлением.
</p>",0,Ортопедическая обувь,полуботинки,https://cdn.orteka.ru//upload/resize_cache/iblock/5a2/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/u7xxvzkygskkfxfdoy4jnikx4btu9onk.JPG
Детские ортопедические полуботинки ORTMANN Winsen,ORTMANN,6952,черный,"<p>
	 Детские ортопедические полуботинки Ortmann Winsen из мягкой натуральной кожи – отличный выбор для прогулок, повседневного ношения и в качестве сменки в школу. Широкий ремешок на липучке «Велкро» надежно и удобно зафиксирует обувь на ноге, а закрытый мыс защитит пальцы от случайных повреждений. Несъемная стелька с выкладкой продольного свода обеспечивает комфорт при длительном ношении. Уплотненный задник и фиксирующие берцы способствуют правильному развитию мышц и связок.
</p><p>
	 Ортопедические элементы предупреждают патологический завал стоп, но не ограничивают сгибание голеностопного сустава. Гибкая подошва выполнена из термопластичной резины.
</p>",0,Ортопедическая обувь,полуботинки,https://cdn.orteka.ru//upload/resize_cache/iblock/cfb/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/4t8mwjie1ihcwm5v2lby0amoxph5qseb.JPG
Женские ортопедические полуботинки BERKEMANN Caroline,BERKEMANN,18990,бежевый,"<p>
	 Женские ортопедические полуботинки Berkemann Caroline из линейки Stretch – стильная и комфортная модель, выполненная из мягкой экокожи, подходящая для повседневного ношения и долгих прогулок на природе и в городе. Модель подойдет людям с проблемными ногами (вальгусная постановка первого пальца, широкая стопа, молоткообразные пальцы и т.п.). Обувь дарит приятные ощущения и поддерживает комфорт при ходьбе в течение всего дня.
</p><p>
	 Фиксация и регулировка по полноте осуществляется за счет ремешка на липучке велкро, который обеспечивает широкое раскрытие и легкость надевания и снятия. Внутренняя часть обуви в проблемных местах покрыта мягким, высокоэластичным материалом, который повторяет форму стопы, снижает напряжение и устраняет чувство дискомфорта, связанное с давлением и натиранием. Съемные ортопедические пятифазные стельки с поддержкой сводов с покрытием из натуральной замши обеспечивают максимальное удобство при длительном нахождении на ногах. Модель оснащена широкой подошвой из облегченного полиуретана.
</p>",0,Ортопедическая обувь,полуботинки,https://cdn.orteka.ru//upload/resize_cache/iblock/9ae/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/pxd7ej40aj3afibpp3o9xryuky2n2j69.JPG
Женские ортопедические полуботинки BERKEMANN Milena,BERKEMANN,15112,голубой,"<p>
	 Женские ортопедические полуботинки Berkemann Milena – яркая и комфортная модель полуботинок-мокасин из мягкой натуральной замши, подходящая для повседневного ношения и долгих прогулок на природе и в городе. Регулировка по полноте и подъему осуществляется с помощью шнуровки.
</p><p>
	 Съемные ортопедические пятифазные стельки с поддержкой сводов с покрытием из натуральной замши обеспечивают максимальное удобство при длительном нахождении на ногах. Модель оснащена широкой утолщенной подошвой Vail из облегченного полиуретана.
</p>",0,Ортопедическая обувь,полуботинки,https://cdn.orteka.ru//upload/resize_cache/iblock/cf5/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/obzv701zq0jzibjhnn930tcjqrb8cio9.JPG
Женские ортопедические полуботинки BERKEMANN Milena,BERKEMANN,15112,оранжевый,"<p>
	 Женские ортопедические полуботинки Berkemann Milena – яркая и комфортная модель полуботинок-мокасин из мягкой натуральной замши, подходящая для повседневного ношения и долгих прогулок на природе и в городе. Регулировка по полноте и подъему осуществляется с помощью шнуровки.
</p><p>
	 Съемные ортопедические пятифазные стельки с поддержкой сводов с покрытием из натуральной замши обеспечивают максимальное удобство при длительном нахождении на ногах. Модель оснащена широкой утолщенной подошвой Vail из облегченного полиуретана.
</p>",0,Ортопедическая обувь,полуботинки,https://cdn.orteka.ru//upload/resize_cache/iblock/6af/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/ncb43f46tgefhshktvykku9i2qixqz0r.JPG
Женские ортопедические полуботинки BERKEMANN Caroline,BERKEMANN,18990,синий,"<p>
	 Женские ортопедические полуботинки Berkemann Caroline из линейки Stretch – стильная и комфортная модель, выполненная из мягкой экокожи, подходящая для повседневного ношения и долгих прогулок на природе и в городе. Модель подойдет людям с проблемными ногами (вальгусная постановка первого пальца, широкая стопа, молоткообразные пальцы и т.п.). Обувь дарит приятные ощущения и поддерживает комфорт при ходьбе в течение всего дня.
</p><p>
	 Фиксация и регулировка по полноте осуществляется за счет ремешка на липучке велкро, который обеспечивает широкое раскрытие и легкость надевания и снятия. Внутренняя часть обуви в проблемных местах покрыта мягким, высокоэластичным материалом, который повторяет форму стопы, снижает напряжение и устраняет чувство дискомфорта, связанное с давлением и натиранием. Съемные ортопедические пятифазные стельки с поддержкой сводов с покрытием из натуральной замши обеспечивают максимальное удобство при длительном нахождении на ногах. Модель оснащена широкой подошвой из облегченного полиуретана.
</p>",0,Ортопедическая обувь,полуботинки,https://cdn.orteka.ru//upload/resize_cache/iblock/1e9/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/t6xnf2q2s2khinpvpieqgq61qflzgiz7.JPG
Женские ортопедические полуботинки BERKEMANN Milena,BERKEMANN,15112,розовый,"<p>
	 Женские ортопедические полуботинки Berkemann Milena – яркая и комфортная модель полуботинок-мокасин из мягкой натуральной замши, подходящая для повседневного ношения и долгих прогулок на природе и в городе. Регулировка по полноте и подъему осуществляется с помощью шнуровки.
</p><p>
	 Съемные ортопедические пятифазные стельки с поддержкой сводов с покрытием из натуральной замши обеспечивают максимальное удобство при длительном нахождении на ногах. Модель оснащена широкой утолщенной подошвой Vail из облегченного полиуретана.
</p>",0,Ортопедическая обувь,полуботинки,https://cdn.orteka.ru//upload/resize_cache/iblock/a44/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/mmdfya1qq2g7w47y4che7fe3jyzen7ss.JPG
Женские ортопедические полуботинки GÖEKKEN Arwen,GÖEKKEN,17592,бежевый,"<p>
	 Женские ортопедические полуботинки Arwen из натуральной замши от немецкого бренда Göekken сочетают в себе комфорт, стиль и практичность. Модель дополнена функциональной молнией вдоль линии шнуровки для регулирования полноты стопы. Для наилучшего облегания и удобства рекомендуем сначала расшнуровать обувь, расстегнуть молнию, затем надеть обувь, застегнуть молнию и плотно зашнуровать кеды по ноге.
</p><p>
	 Съемная ортопедическая стелька с поддержкой продольного свода и покрытием из микрофибры заботится о комфорте ног на протяжении всего дня. Утолщенная подошва выполнена из термопластичной резины.
</p>",0,Ортопедическая обувь,полуботинки,https://cdn.orteka.ru//upload/resize_cache/iblock/c15/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/ur2ebkti70827gy2prd9899e9eyxz1np.JPG
Женские ортопедические полуботинки GÖEKKEN Arwen,GÖEKKEN,17592,зеленый,"<p>
	 Женские ортопедические полуботинки Arwen из натуральной замши от немецкого бренда Göekken сочетают в себе комфорт, стиль и практичность. Модель дополнена функциональной молнией вдоль линии шнуровки для регулирования полноты стопы. Для наилучшего облегания и удобства рекомендуем сначала расшнуровать обувь, расстегнуть молнию, затем надеть обувь, застегнуть молнию и плотно зашнуровать кеды по ноге.
</p><p>
	 Съемная ортопедическая стелька с поддержкой продольного свода и покрытием из микрофибры заботится о комфорте ног на протяжении всего дня. Утолщенная подошва выполнена из термопластичной резины.
</p>",0,Ортопедическая обувь,полуботинки,https://cdn.orteka.ru//upload/resize_cache/iblock/fbd/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/b7xqpnnfbgw5bu8zu9j1xjx1rnk8c26m.JPG
Женские ортопедические полуботинки GÖEKKEN Arwen,GÖEKKEN,18152,бежевый,"<p>
	 Женские ортопедические полуботинки из натуральной замши со вставками из эластичного текстиля Arwen от немецкого бренда Göekken сочетают в себе комфорт, стиль и практичность. Модель дополнена функциональной молнией вдоль линии шнуровки для регулирования полноты стопы. Для наилучшего облегания и удобства рекомендуем сначала расшнуровать обувь, расстегнуть молнию, затем надеть обувь, застегнуть молнию и плотно зашнуровать кеды по ноге. Мягкая микрофибра подкладки со вставкой из эластичных материалов в области косточки большого пальца делает кеды подходящими в том числе для проблемных стоп с начальной степенью деформаций.
</p><p>
	 Съемная ортопедическая стелька с поддержкой продольного свода и покрытием из микрофибры заботится о комфорте ног на протяжении всего дня. Утолщенная подошва выполнена из термопластичной резины.
</p>",0,Ортопедическая обувь,полуботинки,https://cdn.orteka.ru//upload/resize_cache/iblock/478/1200_1200_1d8f616e6dafd84ca6b85089cc850afe3/4pgdqh2bpn7ekj8ujwif1128g64e5aat.JPG
